MVS,RIA,LEC,MII,SRA,SAH
TOW,LEC,JDO,MEA,SOD,A319
RIA,JDO,SRA,ERM,VDC,A320
LEC,SRA,SOD,JDR,MII,A321
JDO,SOD,VDC,GVR,MEA,A330
SRA,VDC,MII,CPQ,ERM,737
SOD,MII,MEA,CFB,JDR,747
VDC,MEA,ERM,OPS,GVR,757
MII,ERM,JDR,GRP,CPQ,767
MEA,JDR,GVR,CMP,CFB,777
ERM,GVR,CPQ,BVS,OPS,BAE146
JDR,CPQ,CFB,SFK,GRP,DC8
GVR,CFB,OPS,PIN,CMP,F50
CPQ,OPS,GRP,BRA,BVS,MD11
CFB,GRP,CMP,STZ,SFK,A400M
OPS,CMP,BVS,MQH,PIN,C212
GRP,BVS,SFK,AUX,BRA,V22
CMP,SFK,PIN,NVP,STZ,BB1
BVS,PIN,BRA,LVR,MQH,BA10
SFK,BRA,STZ,FRC,AUX,SIS99
PIN,STZ,MQH,DOU,NVP,SAH
BRA,MQH,AUX,LBR,LVR,A319
STZ,AUX,NVP,ROO,FRC,A320
MQH,NVP,LVR,GPB,DOU,A321
AUX,LVR,FRC,JCB,LBR,A330
NVP,FRC,DOU,RVD,ROO,737
LVR,DOU,LBR,AAX,GPB,747
FRC,LBR,ROO,MBZ,JCB,757
DOU,ROO,GPB,RBB,RVD,767
LBR,GPB,JCB,CIZ,AAX,777
ROO,JCB,RVD,BAZ,MBZ,BAE146
GPB,RVD,AAX,DMT,RBB,DC8
JCB,AAX,MBZ,GNM,CIZ,F50
RVD,MBZ,RBB,PLL,BAZ,MD11
AAX,RBB,CIZ,SJL,DMT,A400M
MBZ,CIZ,BAZ,CKS,GNM,C212
RBB,BAZ,DMT,ITB,PLL,V22
CIZ,DMT,GNM,VAL,SJL,BB1
BAZ,GNM,PLL,MVF,CKS,BA10
DMT,PLL,SJL,CAU,ITB,SIS99
GNM,SJL,CKS,QNV,VAL,SAH
PLL,CKS,ITB,BNU,MVF,A319
SJL,ITB,VAL,IZA,CAU,A320
CKS,VAL,MVF,POJ,QNV,A321
ITB,MVF,CAU,JTC,BNU,A330
VAL,CAU,QNV,OIA,IZA,737
MVF,QNV,BNU,RDC,POJ,747
CAU,BNU,IZA,SXX,JTC,757
QNV,IZA,POJ,BYO,OIA,767
BNU,POJ,JTC,SXO,RDC,777
IZA,JTC,OIA,CFC,SXX,BAE146
POJ,OIA,RDC,CAF,BYO,DC8
CCI,CFO,UMU,IRZ,FBA,F50
FBE,UMU,DTI,ORX,OLC,MD11
CFO,DTI,FBA,UNA,HUW,A400M
UMU,FBA,OLC,QCJ,IRZ,C212
DTI,OLC,HUW,QSC,ORX,V22
FBA,HUW,IRZ,BJP,UNA,BB1
OLC,IRZ,ORX,BHZ,QCJ,BA10
HUW,ORX,UNA,EIS,QSC,SIS99
IRZ,UNA,QCJ,VIJ,BJP,SAH
ORX,QCJ,QSC,BWN,BHZ,A319
UNA,QSC,BJP,BOJ,EIS,A320
QCJ,BJP,BHZ,GOZ,VIJ,A321
QSC,BHZ,EIS,PDV,BWN,A330
BJP,EIS,VIJ,SOF,BOJ,737
BHZ,VIJ,BWN,VAR,GOZ,747
EIS,BWN,BOJ,HKV,PDV,757
VIJ,BOJ,GOZ,OUA,SOF,767
BWN,GOZ,PDV,BOY,VAR,777
BOJ,PDV,SOF,BJM,HKV,BAE146
GOZ,SOF,VAR,PNH,OUA,DC8
PDV,VAR,HKV,REP,BOY,F50
SOF,HKV,OUA,KOS,BJM,MD11
VAR,OUA,BOY,RBE,PNH,A400M
HKV,BOY,BJM,BBM,REP,C212
OUA,BJM,PNH,KTI,KOS,V22
BOY,PNH,REP,TKC,RBE,BB1
BJM,REP,KOS,DLA,BBM,BA10
PNH,KOS,RBE,MVR,KTI,SIS99
REP,RBE,BBM,FOM,TKC,SAH
KOS,BBM,KTI,NGE,DLA,A319
RBE,KTI,TKC,GOU,MVR,A320
BBM,TKC,DLA,BFX,FOM,A321
KTI,DLA,MVR,BPC,NGE,A330
TKC,MVR,FOM,YAO,GOU,737
DLA,FOM,NGE,NSI,BFX,747
MVR,NGE,GOU,YAM,BPC,757
FOM,GOU,BFX,YAV,YAO,767
NGE,BFX,BPC,YAW,NSI,777
GOU,BPC,YAO,YAY,YAM,BAE146
BFX,YAO,NSI,YAZ,YAV,DC8
BPC,NSI,YAM,YBB,YAW,F50
YAO,YAM,YAV,YBC,YAY,MD11
NSI,YAV,YAW,YBG,YAZ,A400M
YAM,YAW,YAY,YBK,YBB,C212
YAV,YAY,YAZ,YBL,YBC,V22
YAW,YAZ,YBB,YBR,YBG,BB1
YAY,YBB,YBC,YCB,YBK,BA10
YAZ,YBC,YBG,YCD,YBL,SIS99
YBB,YBG,YBK,YCG,YBR,SAH
YBC,YBK,YBL,YCH,YCB,A319
YBG,YBL,YBR,YCL,YCD,A320
YBK,YBR,YCB,YCO,YCG,A321
YBL,YCB,YCD,YCT,YCH,A330
YBR,YCD,YCG,YCW,YCL,737
YCB,YCG,YCH,YCY,YCO,747
YCD,YCH,YCL,YZS,YCT,757
YCG,YCL,YCO,YDA,YCW,767
YCH,YCO,YCT,YDB,YCY,777
YCL,YCT,YCW,YDC,YZS,BAE146
YCO,YCW,YCY,YDF,YDA,DC8
YCT,YCY,YZS,YDL,YDB,F50
YCW,YZS,YDA,YDN,YDC,MD11
YCY,YDA,YDB,YDQ,YDF,A400M
YZS,YDB,YDC,YEG,YDL,C212
YDA,YDC,YDF,YEK,YDN,V22
YDB,YDF,YDL,YEN,YDQ,BB1
YDC,YDL,YDN,YET,YEG,BA10
YDF,YDN,YDQ,YEU,YEK,SIS99
YDL,YDQ,YEG,YEV,YEN,SAH
YDN,YEG,YEK,YFB,YET,A319
YDQ,YEK,YEN,YFC,YEU,A320
YEG,YEN,YET,YFO,YEV,A321
YEK,YET,YEU,YFR,YFB,A330
YEN,YEU,YEV,YFS,YFC,737
YET,YEV,YFB,YGK,YFO,747
YEU,YFB,YFC,YGL,YFR,757
YEV,YFC,YFO,YGP,YFS,767
YFB,YFO,YFR,YGQ,YGK,777
YFC,YFR,YFS,YGR,YGL,BAE146
YFO,YFS,YGK,YHB,YGP,DC8
YFR,YGK,YGL,YHD,YGQ,F50
YFS,YGL,YGP,YHI,YGR,MD11
YGK,YGP,YGQ,YHK,YHB,A400M
YGL,YGQ,YGR,YHM,YHD,C212
YGP,YGR,YHB,YHU,YHI,V22
YGQ,YHB,YHD,YHY,YHK,BB1
YGR,YHD,YHI,YHZ,YHM,BA10
YHB,YHI,YHK,YIB,YHU,SIS99
YHD,YHK,YHM,YIO,YHY,SAH
YHI,YHM,YHU,YJN,YHZ,A319
YHK,YHU,YHY,YJT,YIB,A320
YHM,YHY,YHZ,YKA,YIO,A321
YHU,YHZ,YIB,YKF,YJN,A330
YHY,YIB,YIO,YKL,YJT,737
YHZ,YIO,YJN,YKY,YKA,747
YIB,YJN,YJT,YKZ,YKF,757
YIO,YJT,YKA,YLD,YKL,767
YJN,YKA,YKF,YLJ,YKY,777
YJT,YKF,YKL,YLL,YKZ,BAE146
YKA,YKL,YKY,YLT,YLD,DC8
YKF,YKY,YKZ,YLW,YLJ,F50
YKL,YKZ,YLD,YMA,YLL,MD11
YKY,YLD,YLJ,YMJ,YLT,A400M
YKZ,YLJ,YLL,YMM,YLW,C212
YLD,YLL,YLT,YMO,YMA,V22
YLJ,YLT,YLW,YMW,YMJ,BB1
YLL,YLW,YMA,YMX,YMM,BA10
YLT,YMA,YMJ,YNA,YMO,SIS99
YLW,YMJ,YMM,YND,YMW,SAH
YMA,YMM,YMO,YNM,YMX,A319
YMJ,YMO,YMW,YOC,YNA,A320
YMM,YMW,YMX,YOD,YND,A321
YMO,YMX,YNA,YOJ,YNM,A330
YMW,YNA,YND,YOW,YOC,737
YMX,YND,YNM,YPA,YOD,747
YNA,YNM,YOC,YPE,YOJ,757
YND,YOC,YOD,YPG,YOW,767
YNM,YOD,YOJ,YPL,YPA,777
YOC,YOJ,YOW,YPN,YPE,BAE146
YOD,YOW,YPA,YPQ,YPG,DC8
YOJ,YPA,YPE,YPR,YPL,F50
YOW,YPE,YPG,YPY,YPN,MD11
YPA,YPG,YPL,YQA,YPQ,A400M
YPE,YPL,YPN,YQB,YPR,C212
YPG,YPN,YPQ,YQF,YPY,V22
YPL,YPQ,YPR,YQG,YQA,BB1
YPN,YPR,YPY,YQH,YQB,BA10
YPQ,YPY,YQA,YQK,YQF,SIS99
YPR,YQA,YQB,YQL,YQG,SAH
YPY,YQB,YQF,YQM,YQH,A319
YQA,YQF,YQG,YQQ,YQK,A320
YQB,YQG,YQH,YQR,YQL,A321
YQF,YQH,YQK,YQT,YQM,A330
YQG,YQK,YQL,YQU,YQQ,737
YQH,YQL,YQM,YQV,YQR,747
YQK,YQM,YQQ,YQW,YQT,757
YQL,YQQ,YQR,YQX,YQU,767
YQM,YQR,YQT,YQY,YQV,777
YQQ,YQT,YQU,YQZ,YQW,BAE146
YQR,YQU,YQV,YRB,YQX,DC8
YQT,YQV,YQW,YRI,YQY,F50
YQU,YQW,YQX,YRJ,YQZ,MD11
YQV,YQX,YQY,YRM,YRB,A400M
YQW,YQY,YQZ,YRT,YRI,C212
YQX,YQZ,YRB,YSB,YRJ,V22
YQY,YRB,YRI,YSC,YRM,BB1
YQZ,YRI,YRJ,YSJ,YRT,BA10
YRB,YRJ,YRM,YSM,YSB,SIS99
YRI,YRM,YRT,YSR,YSC,SAH
YRJ,YRT,YSB,YSU,YSJ,A319
YRM,YSB,YSC,YSY,YSM,A320
YRT,YSC,YSJ,YTE,YSR,A321
YSB,YSJ,YSM,YTH,YSU,A330
YSC,YSM,YSR,YTR,YSY,737
YSJ,YSR,YSU,YTS,YTE,747
YSM,YSU,YSY,YTZ,YTH,757
YSR,YSY,YTE,YUB,YTR,767
YSU,YTE,YTH,YUL,YTS,777
YSY,YTH,YTR,YUT,YTZ,BAE146
YTE,YTR,YTS,YUX,YUB,DC8
YTH,YTS,YTZ,YUY,YUL,F50
YTR,YTZ,YUB,YVC,YUT,MD11
YTS,YUB,YUL,YVG,YUX,A400M
YTZ,YUL,YUT,YVM,YUY,C212
YUB,YUT,YUX,YVO,YVC,V22
YUL,YUX,YUY,YVP,YVG,BB1
YUT,YUY,YVC,YVQ,YVM,BA10
YUX,YVC,YVG,YVR,YVO,SIS99
YUY,YVG,YVM,YVT,YVP,SAH
YVC,YVM,YVO,YVV,YVQ,A319
YVG,YVO,YVP,YWA,YVR,A320
YVM,YVP,YVQ,YWG,YVT,A321
YVO,YVQ,YVR,YWK,YVV,A330
YVP,YVR,YVT,YWL,YWA,737
YVQ,YVT,YVV,YWY,YWG,747
YVR,YVV,YWA,YXC,YWK,757
YVT,YWA,YWG,YXD,YWL,767
YVV,YWG,YWK,YXE,YWY,777
YWA,YWK,YWL,YXH,YXC,BAE146
YWG,YWL,YWY,YXJ,YXD,DC8
YWK,YWY,YXC,YXL,YXE,F50
YWL,YXC,YXD,YXP,YXH,MD11
YWY,YXD,YXE,YXR,YXJ,A400M
YXC,YXE,YXH,YXS,YXL,C212
YXD,YXH,YXJ,YXT,YXP,V22
YXE,YXJ,YXL,YXU,YXR,BB1
YXH,YXL,YXP,YXX,YXS,BA10
YXJ,YXP,YXR,YXY,YXT,SIS99
YXL,YXR,YXS,YYB,YXU,SAH
YXP,YXS,YXT,YYC,YXX,A319
YXR,YXT,YXU,YYD,YXY,A320
YXS,YXU,YXX,YYE,YYB,A321
YXT,YXX,YXY,YYF,YYC,A330
YXU,YXY,YYB,YYG,YYD,737
YXX,YYB,YYC,YYH,YYE,747
YXY,YYC,YYD,YYJ,YYF,757
YYB,YYD,YYE,YYL,YYG,767
YYC,YYE,YYF,YYN,YYH,777
YYD,YYF,YYG,YYQ,YYJ,BAE146
YYE,YYG,YYH,YYR,YYL,DC8
YYF,YYH,YYJ,YYT,YYN,F50
YYG,YYJ,YYL,YYU,YYQ,MD11
YYH,YYL,YYN,YYW,YYR,A400M
YYJ,YYN,YYQ,YYY,YYT,C212
YYL,YYQ,YYR,YYZ,YYU,V22
YYN,YYR,YYT,YZD,YYW,BB1
YYQ,YYT,YYU,YZE,YYY,BA10
YYR,YYU,YYW,YZF,YYZ,SIS99
YYT,YYW,YYY,YZH,YZD,SAH
YYU,YYY,YYZ,YZP,YZE,A319
YYW,YYZ,YZD,YZR,YZF,A320
YYY,YZD,YZE,YZT,YZH,A321
YYZ,YZE,YZF,YZU,YZP,A330
YZD,YZF,YZH,YZV,YZR,737
YZE,YZH,YZP,YZW,YZT,747
YZF,YZP,YZR,YZX,YZU,757
YZH,YZR,YZT,ZFA,YZV,767
YZP,YZT,YZU,ZFM,YZW,777
YZR,YZU,YZV,YOA,YZX,BAE146
YZT,YZV,YZW,YWH,ZFA,DC8
YZU,YZW,YZX,CXH,ZFM,F50
YZV,YZX,ZFA,LAK,YOA,MD11
YZW,ZFA,ZFM,YWJ,YWH,A400M
YZX,ZFM,YOA,ZFN,CXH,C212
ZFA,YOA,YWH,YGH,LAK,V22
ZFM,YWH,CXH,YPC,YWJ,BB1
YOA,CXH,LAK,ZWL,ZFN,BA10
YWH,LAK,YWJ,ZUM,YGH,SIS99
CXH,YWJ,ZFN,ZTM,YPC,SAH
LAK,ZFN,YGH,ZSJ,ZWL,A319
YWJ,YGH,YPC,ZRJ,ZUM,A320
ZFN,YPC,ZWL,ZPB,ZTM,A321
YGH,ZWL,ZUM,ZMT,ZSJ,A330
YPC,ZUM,ZTM,MSA,ZRJ,737
ZWL,ZTM,ZSJ,ZKE,ZPB,747
ZUM,ZSJ,ZRJ,ZJN,ZMT,757
ZTM,ZRJ,ZPB,ZGI,MSA,767
ZSJ,ZPB,ZMT,ZFD,ZKE,777
ZRJ,ZMT,MSA,ZEM,ZJN,BAE146
ZPB,MSA,ZKE,ZBF,ZGI,DC8
ZMT,ZKE,ZJN,ILF,ZFD,F50
MSA,ZJN,ZGI,ZAC,ZEM,MD11
ZKE,ZGI,ZFD,YZG,ZBF,A400M
ZJN,ZFD,ZEM,YXN,ILF,C212
ZGI,ZEM,ZBF,YWP,ZAC,V22
ZFD,ZBF,ILF,YVZ,YZG,BB1
ZEM,ILF,ZAC,YTL,YXN,BA10
ZBF,ZAC,YZG,YST,YWP,SIS99
ILF,YZG,YXN,YSK,YVZ,SAH
ZAC,YXN,YWP,YSF,YTL,A319
YZG,YWP,YVZ,YRL,YST,A320
YXN,YVZ,YTL,YRA,YSK,A321
YWP,YTL,YST,YQN,YSF,A330
YVZ,YST,YSK,YQD,YRL,737
YTL,YSK,YSF,YPW,YRA,747
YST,YSF,YRL,YPO,YQN,757
YSK,YRL,YRA,YPM,YQD,767
YSF,YRA,YQN,YPH,YPW,777
YRL,YQN,YQD,YOH,YPO,BAE146
YRA,YQD,YPW,YNL,YPM,DC8
YQN,YPW,YPO,YNE,YPH,F50
YQD,YPO,YPM,YNC,YOH,MD11
YPW,YPM,YPH,YUD,YNL,A400M
YPO,YPH,YOH,YMT,YNE,C212
YPM,YOH,YNL,YMH,YNC,V22
YPH,YNL,YNE,XGR,YUD,BB1
YOH,YNE,YNC,YSG,YMT,BA10
YNL,YNC,YUD,YLH,YMH,SIS99
YNE,YUD,YMT,YLC,XGR,SAH
YNC,YMT,YMH,YPJ,YSG,A319
YUD,YMH,XGR,YKQ,YLH,A320
YMT,XGR,YSG,AKV,YLC,A321
YMH,YSG,YLH,YIV,YPJ,A330
XGR,YLH,YLC,YIK,YKQ,737
YSG,YLC,YPJ,YHR,AKV,747
YLH,YPJ,YKQ,YHO,YIV,757
YLC,YKQ,AKV,YNS,YIK,767
YPJ,AKV,YIV,YHC,YHR,777
YKQ,YIV,YIK,YQC,YHO,BAE146
AKV,YIK,YHR,YGZ,YNS,DC8
YIV,YHR,YHO,YGX,YHC,F50
YIK,YHO,YNS,YGW,YQC,MD11
YHR,YNS,YHC,YGT,YGZ,A400M
YHO,YHC,YQC,YGO,YGX,C212
YNS,YQC,YGZ,YGB,YGW,V22
YHC,YGZ,YGX,YMN,YGT,BB1
YQC,YGX,YGW,YFH,YGO,BA10
YGZ,YGW,YGT,YFA,YGB,SIS99
YGX,YGT,YGO,YER,YMN,SAH
YGW,YGO,YGB,YDP,YFH,A319
YGT,YGB,YMN,YCS,YFA,A320
YGO,YMN,YFH,YRF,YER,A321
YGB,YFH,YFA,YBX,YDP,A330
YMN,YFA,YER,YBE,YCS,737
YFH,YER,YDP,YAT,YRF,747
YFA,YDP,YCS,YKG,YBX,757
YER,YCS,YRF,XKS,YBE,767
YDP,YRF,YBX,YAG,YAT,777
YCS,YBX,YBE,YAC,YKG,BAE146
YRF,YBE,YAT,ZLT,XKS,DC8
YBX,YAT,YKG,ZTB,YAG,F50
YBE,YKG,XKS,YKU,YAC,MD11
YAT,XKS,YAG,YHP,ZLT,A400M
YKG,YAG,YAC,YOG,ZTB,C212
XKS,YAC,ZLT,KIF,YKU,V22
YAG,ZLT,ZTB,XBE,YHP,BB1
YAC,ZTB,YKU,YNO,YOG,BA10
ZLT,YKU,YHP,WNN,KIF,SIS99
ZTB,YHP,YOG,YAX,XBE,SAH
YKU,YOG,KIF,SUR,YNO,A319
YHP,KIF,XBE,YLE,WNN,A320
YOG,XBE,YNO,YCK,YAX,A321
KIF,YNO,WNN,YRG,SUR,A330
XBE,WNN,YAX,YHA,YLE,737
YNO,YAX,SUR,YFX,YCK,747
WNN,SUR,YLE,YWM,YRG,757
YAX,YLE,YCK,YAA,YHA,767
SUR,YCK,YRG,YWS,YFX,777
YLE,YRG,YHA,YIF,YWM,BAE146
YCK,YHA,YFX,YVB,YAA,DC8
YRG,YFX,YWM,QBC,YWS,F50
YHA,YWM,YAA,YTQ,YIF,MD11
YFX,YAA,YWS,YPX,YVB,A400M
YWM,YWS,YIF,ZSW,QBC,C212
YAA,YIF,YVB,YBV,YTQ,V22
YWS,YVB,QBC,YPI,YPX,BB1
YIF,QBC,YTQ,YTM,ZSW,BA10
YVB,YTQ,YPX,YSO,YBV,SIS99
QBC,YPX,ZSW,YWB,YPI,SAH
YTQ,ZSW,YBV,YTF,YTM,A319
YPX,YBV,YPI,YGV,YSO,A320
ZSW,YPI,YTM,YXK,YWB,A321
YBV,YTM,YSO,XTL,YTF,A330
YPI,YSO,YWB,XLB,YGV,737
YTM,YWB,YTF,XSI,YXK,747
YSO,YTF,YGV,YBT,XTL,757
YWB,YGV,YXK,ZGR,XLB,767
YTF,YXK,XTL,YCR,XSI,777
YGV,XTL,XLB,YRS,YBT,BAE146
YXK,XLB,XSI,YOP,ZGR,DC8
XTL,XSI,YBT,YBY,YCR,F50
XLB,YBT,ZGR,ZNA,YRS,MD11
XSI,ZGR,YCR,XQU,YOP,A400M
YBT,YCR,YRS,YJM,YBY,C212
ZGR,YRS,YOP,YDT,ZNA,V22
YCR,YOP,YBY,ZEL,XQU,BB1
YRS,YBY,ZNA,YHS,YJM,BA10
YOP,ZNA,XQU,YMY,YDT,SIS99
YBY,XQU,YJM,YBZ,ZEL,SAH
ZNA,YJM,YDT,YQI,YHS,A319
XQU,YDT,ZEL,YOO,YMY,A320
YJM,ZEL,YHS,XDS,YBZ,A321
YDT,YHS,YMY,XVV,YQI,A330
ZEL,YMY,YBZ,XZL,YOO,737
YHS,YBZ,YQI,XAD,XDS,747
YMY,YQI,YOO,XEF,XVV,757
YBZ,YOO,XDS,YZY,XZL,767
YQI,XDS,XVV,YBW,XAD,777
YOO,XVV,XZL,YGE,XEF,BAE146
XDS,XZL,XAD,YRV,YZY,DC8
XVV,XAD,XEF,XEG,YBW,F50
XZL,XEF,YZY,XAX,YGE,MD11
XAD,YZY,YBW,YTA,YRV,A400M
XEF,YBW,YGE,YSD,XEG,C212
YZY,YGE,YRV,YRR,XAX,V22
YBW,YRV,XEG,YCC,YTA,BB1
YGE,XEG,XAX,ZKG,YSD,BA10
YRV,XAX,YTA,YBI,YRR,SIS99
XEG,YTA,YSD,YZZ,YCC,SAH
XAX,YSD,YRR,YAB,ZKG,A319
YTA,YRR,YCC,KEW,YBI,A320
YSD,YCC,ZKG,YSP,YZZ,A321
YRR,ZKG,YBI,YHF,YAB,A330
YCC,YBI,YZZ,YHN,KEW,737
ZKG,YZZ,YAB,YKX,YSP,747
YBI,YAB,KEW,YMG,YHF,757
YZZ,KEW,YSP,YXZ,YHN,767
YAB,YSP,YHF,YEM,YKX,777
KEW,YHF,YHN,YFD,YMG,BAE146
YSP,YHN,YKX,ZML,YXZ,DC8
YHF,YKX,YMG,YGM,YEM,F50
YHN,YMG,YXZ,YBO,YFD,MD11
YKX,YXZ,YEM,YMQ,ZML,A400M
YMG,YEM,YFD,YTO,YGM,C212
YXZ,YFD,ZML,YRQ,YBO,V22
YEM,ZML,YGM,XBG,YMQ,BB1
YFD,YGM,YBO,ZBM,YTO,BA10
ZML,YBO,YMQ,JHL,YRQ,SIS99
YGM,YMQ,YTO,NML,XBG,SAH
YBO,YTO,YRQ,YCN,ZBM,A319
YMQ,YRQ,XBG,YLS,JHL,A320
YTO,XBG,ZBM,YEE,NML,A321
YRQ,ZBM,JHL,NU8,YCN,A330
XBG,JHL,NML,ND4,YLS,737
